"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097421","GO:0097421","liver regeneration","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"RPS15/RPL19/RPS16",3
"GO:0150105","GO:0150105","protein localization to cell-cell junction","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"ACTG1/FLNA/ACTB",3
"GO:1902230","GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"CD74/CLU/TPT1",3
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","7/411","53/5021",0.138931541912141,0.589776231000557,0.535524216186138,"S100A10/CALR/P4HB/FLNA/TACSTD2/MDK/FN1",7
"GO:0045862","GO:0045862","positive regulation of proteolysis","16/411","146/5021",0.139340180654726,0.590523018238069,0.536202308365858,"ENO1/CLU/CCN1/CLDN4/CLDN3/RPS3/RACK1/CCN2/PSME1/BEX3/ELOB/SEMG1/SEMG2/FN1/CAV1/HSPA1B",16
"GO:0048771","GO:0048771","tissue remodeling","9/411","73/5021",0.139652615195223,0.590523018238069,0.536202308365858,"TIMP1/FLNA/MDK/CST3/CA2/PDK4/PTN/AGT/CAV1",9
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","23/411","222/5021",0.140000560559603,0.590523018238069,0.536202308365858,"TMSB10/S100A10/ACTG1/TMSB4X/PFN1/FLNA/LMOD1/SDC4/RPS3/TACSTD2/BRK1/CCN2/MDK/ARF1/BST2/CDC42EP5/RHOB/DSTN/SYNPO2/TPM1/CLIC4/HSPA1B/CORO1B",23
"GO:0022037","GO:0022037","metencephalon development","5/411","34/5021",0.140748308144424,0.590523018238069,0.536202308365858,"CKB/HSPA5/UQCRQ/MDK/PTN",5
"GO:0033138","GO:0033138","positive regulation of peptidyl-serine phosphorylation","5/411","34/5021",0.140748308144424,0.590523018238069,0.536202308365858,"HSP90AA1/TXN/HSP90AB1/PTGS2/CAV1",5
"GO:0042246","GO:0042246","tissue regeneration","5/411","34/5021",0.140748308144424,0.590523018238069,0.536202308365858,"APOD/MDK/CDKN1A/PTN/GPX1",5
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","5/411","34/5021",0.140748308144424,0.590523018238069,0.536202308365858,"HSPA5/JUN/TMBIM6/EGR1/TCIM",5
"GO:0048515","GO:0048515","spermatid differentiation","5/411","34/5021",0.140748308144424,0.590523018238069,0.536202308365858,"SPINK1/SEMG1/SEMG2/SLC26A3/SPINK2",5
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","5/411","34/5021",0.140748308144424,0.590523018238069,0.536202308365858,"CNN1/JUN/CDKN1A/AGT/TPM1",5
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","4/411","25/5021",0.1430746144904,0.594889186565349,0.540166843978351,"MYL2/TNNC1/MYH7/TPM1",4
"GO:0007631","GO:0007631","feeding behavior","4/411","25/5021",0.1430746144904,0.594889186565349,0.540166843978351,"FOS/GDF15/NPY/AGT",4
"GO:0033077","GO:0033077","T cell differentiation in thymus","4/411","25/5021",0.1430746144904,0.594889186565349,0.540166843978351,"B2M/CD74/RPS6/ZFP36L1",4
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","4/411","25/5021",0.1430746144904,0.594889186565349,0.540166843978351,"CYP1B1/SOCS3/AGT/CAV1",4
"GO:0051453","GO:0051453","regulation of intracellular pH","4/411","25/5021",0.1430746144904,0.594889186565349,0.540166843978351,"CA2/SLC26A3/ATP5F1B/CLIC4",4
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","4/411","25/5021",0.1430746144904,0.594889186565349,0.540166843978351,"TXN/HSPA5/KDELR2/TSPO",4
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","4/411","25/5021",0.1430746144904,0.594889186565349,0.540166843978351,"PLA2G2A/ARF1/LPL/AGT",4
"GO:0031647","GO:0031647","regulation of protein stability","15/411","136/5021",0.143362375780591,0.595321455324787,0.540559349434509,"HSP90AA1/CALR/HSP90AB1/HSPA8/RPL23/PFN1/CLU/FLNA/RPL11/RPL5/DAD1/GAPDH/RPS7/DPM3/HSPA1B",15
"GO:0031349","GO:0031349","positive regulation of defense response","11/411","94/5021",0.143795301400862,0.595592047618148,0.540805050631321,"HSP90AA1/KLK3/PLA2G2A/NEAT1/RPS19/MDK/HLA-E/VAMP8/LPL/PTGS2/AGT",11
"GO:0035966","GO:0035966","response to topologically incorrect protein","11/411","94/5021",0.143795301400862,0.595592047618148,0.540805050631321,"HSP90AA1/HSP90AB1/HSPA8/XBP1/HSPA5/CLU/TMBIM6/RACK1/HSPB1/HSPA6/HSPA1B",11
"GO:0006873","GO:0006873","cellular ion homeostasis","22/411","212/5021",0.144724845975927,0.598676597849333,0.543605860935323,"CKB/YWHAE/CALR/FTL/CD24/MT1G/SLC39A6/SLC39A7/TMBIM6/MT2A/ATP6V1G1/ARF1/LCN2/TPT1/TRPM8/CA2/SLC26A3/MT1E/ATP5F1B/AGT/CAV1/CLIC4",22
"GO:0031099","GO:0031099","regeneration","10/411","84/5021",0.146303336471123,0.603664339910787,0.548134793295767,"RPS15/FLNA/RPL19/RPS16/APOD/TSPO/MDK/CDKN1A/PTN/GPX1",10
"GO:0051924","GO:0051924","regulation of calcium ion transport","10/411","84/5021",0.146303336471123,0.603664339910787,0.548134793295767,"YWHAE/TSPAN13/TMBIM6/SPINK1/TSPO/CCL2/SEMG1/PTGS2/AGT/CAV1",10
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","6/411","44/5021",0.146768636047818,0.604130406982885,0.548557988043802,"LTF/CLU/RPS3/AGT/CAV1/HSPA1B",6
"GO:0060537","GO:0060537","muscle tissue development","17/411","158/5021",0.146789327044004,0.604130406982885,0.548557988043802,"CALR/FOS/MYH11/NR4A1/EEF2/PDLIM5/EGR1/TCAP/MYL2/TNNC1/MYH7/ACTA1/MYL6/AGT/CAV1/TPM1/GPX1",17
"GO:0007600","GO:0007600","sensory perception","14/411","126/5021",0.147410243821739,0.605915964135297,0.550179296337083,"ACP3/OR51E2/TACSTD2/OR51E1/AZGP1/CCL2/TRPM8/CST2/PIP/PTGS2/CST1/COL1A1/GPX1/GNAS",14
"GO:0010632","GO:0010632","regulation of epithelial cell migration","12/411","105/5021",0.14808834008223,0.607854106819505,0.551939154207341,"CALR/TMSB4X/PFN1/SPARC/TACSTD2/HSPB1/LCN2/RHOB/PTGS2/PTN/ATP5F1B/AGT",12
"GO:0060538","GO:0060538","skeletal muscle organ development","9/411","74/5021",0.14825709922427,0.607854106819505,0.551939154207341,"FOS/NR4A1/EEF2/EGR1/BASP1/ACTA1/MYL6/CAV1/GPX1",9
"GO:0030282","GO:0030282","bone mineralization","7/411","54/5021",0.149136603054924,0.610687050941717,0.554511503008127,"LTF/COL1A2/CCN1/ISG15/MGP/PTGS2/PTN",7
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","18/411","170/5021",0.153653208886763,0.625423526795408,0.567892407944743,"HSP90AA1/TMSB10/RPL13A/TMSB4X/HSPA8/PMEPA1/HSPA5/PFN1/CLU/LMOD1/RPS3/RACK1/BRK1/ISG15/ARF1/CDC42EP5/HSPA1B/CORO1B",18
"GO:0002286","GO:0002286","T cell activation involved in immune response","5/411","35/5021",0.153893964450738,0.625423526795408,0.567892407944743,"CD74/HLA-DRA/RPS6/MDK/HLA-DRB1",5
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","5/411","35/5021",0.153893964450738,0.625423526795408,0.567892407944743,"PDLIM5/TCAP/MYH7/ERRFI1/AGT",5
"GO:0050868","GO:0050868","negative regulation of T cell activation","5/411","35/5021",0.153893964450738,0.625423526795408,0.567892407944743,"CD74/SDC4/SCGB1A1/MDK/HLA-DRB1",5
"GO:0055013","GO:0055013","cardiac muscle cell development","5/411","35/5021",0.153893964450738,0.625423526795408,0.567892407944743,"MYH11/PDLIM5/TCAP/MYL2/AGT",5
"GO:0120162","GO:0120162","positive regulation of cold-induced thermogenesis","5/411","35/5021",0.153893964450738,0.625423526795408,0.567892407944743,"SCD/LCN2/TRPM8/CAV1/GNAS",5
"GO:0015850","GO:0015850","organic hydroxy compound transport","10/411","85/5021",0.154518172422061,0.627172163592351,0.569480192092111,"CLU/ACTB/MAOB/ABCC4/TSPO/AQP2/AQP3/CHGA/AGT/CAV1",10
"GO:0006886","GO:0006886","intracellular protein transport","34/411","348/5021",0.154711503152297,0.627172163592351,0.569480192092111,"YWHAE/HSP90AA1/TXN/CALR/HSP90AB1/HSPA8/RPL23/CD24/HSPA5/CD74/CLU/FLNA/RPL11/TMED9/APOD/TSPO/RN7SL1/HSPB1/ARF1/RHOU/SEC61A1/SEC61B/CDKN1A/SRP14/CLTA/RHOB/TXNIP/PTGS2/ERP29/YWHAQ/AGT/MIPEP/CDH1/SFN",34
"GO:0032496","GO:0032496","response to lipopolysaccharide","15/411","138/5021",0.156091237499655,0.628990857138156,0.571131588646271,"FOS/XBP1/SPARC/LTF/JUN/JUND/ZFP36/NR4A1/MAOB/SCGB1A1/TSPO/LCN2/CCL2/PTGS2/SPON2",15
"GO:0001974","GO:0001974","blood vessel remodeling","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"FLNA/CST3/AGT",3
"GO:0009309","GO:0009309","amine biosynthetic process","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"ODC1/SMS/SAT1",3
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"S100A11/MDK/AGT",3
"GO:0035850","GO:0035850","epithelial cell differentiation involved in kidney development","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"CD24/ACTA2/BASP1",3
"GO:0042401","GO:0042401","cellular biogenic amine biosynthetic process","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"ODC1/SMS/SAT1",3
"GO:0045777","GO:0045777","positive regulation of blood pressure","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"OR51E2/AGT/TPM1",3
"GO:0045823","GO:0045823","positive regulation of heart contraction","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"CCN2/CHGA/TPM1",3
"GO:0086009","GO:0086009","membrane repolarization","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"YWHAE/FLNA/CAV1",3
"GO:1903524","GO:1903524","positive regulation of blood circulation","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"CCN2/CHGA/TPM1",3
"GO:1905332","GO:1905332","positive regulation of morphogenesis of an epithelium","3/411","17/5021",0.157593220118933,0.628990857138156,0.571131588646271,"MDK/LCN2/AGT",3
"GO:0007612","GO:0007612","learning","6/411","45/5021",0.158453426794167,0.628990857138156,0.571131588646271,"FOS/JUN/PPP1R1B/PTGS2/PTN/AGT",6
"GO:0030838","GO:0030838","positive regulation of actin filament polymerization","6/411","45/5021",0.158453426794167,0.628990857138156,0.571131588646271,"PFN1/LMOD1/BRK1/ARF1/CDC42EP5/CORO1B",6
"GO:0070301","GO:0070301","cellular response to hydrogen peroxide","6/411","45/5021",0.158453426794167,0.628990857138156,0.571131588646271,"TXN/CYP1B1/RPS3/RACK1/LCN2/RHOB",6
"GO:0009895","GO:0009895","negative regulation of catabolic process","13/411","117/5021",0.158527046992042,0.628990857138156,0.571131588646271,"HSP90AB1/RPL23/TIMP1/FLNA/RPL11/ZFP36/RPL5/YBX1/PABPC1/TSPO/RPS7/EIF4G2/CST3",13
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","4/411","26/5021",0.158849805847179,0.628990857138156,0.571131588646271,"B2M/HLA-DRA/HLA-DRB1/HLA-DRB5",4
"GO:0045071","GO:0045071","negative regulation of viral genome replication","4/411","26/5021",0.158849805847179,0.628990857138156,0.571131588646271,"LTF/IFITM3/ISG15/BST2",4
"GO:0045123","GO:0045123","cellular extravasation","4/411","26/5021",0.158849805847179,0.628990857138156,0.571131588646271,"CD177/MDK/CCL2/PODXL2",4
"GO:0051262","GO:0051262","protein tetramerization","4/411","26/5021",0.158849805847179,0.628990857138156,0.571131588646271,"B2M/GNMT/HLA-DRB1/AQP2",4
"GO:0034101","GO:0034101","erythrocyte homeostasis","7/411","55/5021",0.159683493681828,0.630749800043219,0.572728730869097,"B2M/ZFP36/RPS19/RPS6/ISG15/ZFP36L1/HSPA1B",7
"GO:0034620","GO:0034620","cellular response to unfolded protein","7/411","55/5021",0.159683493681828,0.630749800043219,0.572728730869097,"HSPA8/XBP1/HSPA5/TMBIM6/RACK1/HSPA6/HSPA1B",7
"GO:0016049","GO:0016049","cell growth","19/411","182/5021",0.159995560248576,0.631212691406991,0.573149042034134,"HSP90AA1/ENO1/HSP90AB1/SLC44A4/CLSTN1/IGFBP7/RACK1/PDLIM5/MYL2/BST2/EIF4G2/CDKN1A/KRT17/SCGB3A1/FN1/AGT/FHL1/SFN/HSPA1B",19
"GO:0009060","GO:0009060","aerobic respiration","12/411","107/5021",0.162978943307334,0.642200483421477,0.583126095019453,"COX8A/NDUFB7/ND1/ND6/NDUFS5/ND4L/NDUFA1/ND2/ND5/CHCHD2/UQCRQ/ATP5F1B",12
"GO:0043270","GO:0043270","positive regulation of ion transport","11/411","97/5021",0.167371975749669,0.652973399031641,0.592908037534134,"TMSB4X/FLNA/PRSS8/TSPO/ARF1/LCN2/VAMP8/CCL2/AGT/CAV1/FHL1",11
"GO:0051701","GO:0051701","biological process involved in interaction with host","11/411","97/5021",0.167371975749669,0.652973399031641,0.592908037534134,"P4HB/TMPRSS2/LGALS1/CD74/IFITM3/ANPEP/RPSA/HLA-DRB1/VAMP8/CAV1/HSPA1B",11
"GO:0014897","GO:0014897","striated muscle hypertrophy","5/411","36/5021",0.167527290705555,0.652973399031641,0.592908037534134,"PDLIM5/TCAP/MYH7/ERRFI1/AGT",5
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","5/411","36/5021",0.167527290705555,0.652973399031641,0.592908037534134,"SLC45A3/CD74/PTGS2/PDK4/CAV1",5
"GO:0030500","GO:0030500","regulation of bone mineralization","5/411","36/5021",0.167527290705555,0.652973399031641,0.592908037534134,"LTF/CCN1/ISG15/MGP/PTN",5
"GO:0032602","GO:0032602","chemokine production","5/411","36/5021",0.167527290705555,0.652973399031641,0.592908037534134,"CD74/ALOX15B/APOD/EGR1/LPL",5
"GO:0032642","GO:0032642","regulation of chemokine production","5/411","36/5021",0.167527290705555,0.652973399031641,0.592908037534134,"CD74/ALOX15B/APOD/EGR1/LPL",5
"GO:0043266","GO:0043266","regulation of potassium ion transport","5/411","36/5021",0.167527290705555,0.652973399031641,0.592908037534134,"YWHAE/CD63/FLNA/CAV1/FHL1",5
"GO:1901216","GO:1901216","positive regulation of neuron death","5/411","36/5021",0.167527290705555,0.652973399031641,0.592908037534134,"FOS/CLU/JUN/EGR1/LCN2",5
"GO:0051100","GO:0051100","negative regulation of binding","8/411","66/5021",0.168900159543926,0.65753319322449,0.597048387861499,"TMSB4X/B2M/ACTB/JUN/TMBIM6/RACK1/CDKN1A/CAV1",8
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","6/411","46/5021",0.170528904248801,0.662281919498641,0.601360290888742,"CD74/CLU/RPS3/TPT1/CDKN1A/SFN",6
"GO:0045446","GO:0045446","endothelial cell differentiation","6/411","46/5021",0.170528904248801,0.662281919498641,0.601360290888742,"CLDN3/FASN/PTN/FSTL1/CLIC4/GPX1",6
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","17/411","162/5021",0.171185157710214,0.663342642171891,0.60232344038227,"XBP1/CD24/B2M/LGALS1/CD74/HLA-DRA/SDC4/RPS3/SCGB1A1/MDK/HLA-DRB1/HLA-E/CCL2/HLA-DRB5/CDH1/CAV1/HLA-A",17
"GO:0044087","GO:0044087","regulation of cellular component biogenesis","34/411","352/5021",0.171523459420949,0.663342642171891,0.60232344038227,"HSP90AA1/TMSB10/S100A10/ACTG1/RPL13A/TMSB4X/HSPA8/PMEPA1/HSPA5/PFN1/CLU/FLNA/LMOD1/CCN1/CLDN3/SDC4/RPS3/TACSTD2/CLSTN1/RACK1/BRK1/APOD/PDLIM5/CCN2/ISG15/ARF1/CDC42EP5/CHGA/AGT/CAV1/SYNPO2/TPM1/HSPA1B/CORO1B",34
"GO:0006986","GO:0006986","response to unfolded protein","10/411","87/5021",0.171621220790381,0.663342642171891,0.60232344038227,"HSP90AA1/HSP90AB1/HSPA8/XBP1/HSPA5/TMBIM6/RACK1/HSPB1/HSPA6/HSPA1B",10
"GO:0051651","GO:0051651","maintenance of location in cell","10/411","87/5021",0.171621220790381,0.663342642171891,0.60232344038227,"TXN/TMSB10/CALR/TMSB4X/FTL/HSPA5/KDELR2/TSPO/LCN2/CAV1",10
"GO:0006811","GO:0006811","ion transport","45/411","478/5021",0.172322503014593,0.665259341196982,0.60406382714105,"YWHAE/COX8A/CD63/PSAP/TMSB4X/FTL/B2M/LTF/FLNA/SLC25A6/PLA2G2A/CLDN4/TSPAN13/MAOB/PRSS8/SLC39A6/SLC44A4/SLC39A7/TMBIM6/ABCC4/ND5/SPINK1/ATP6V1G1/CCN2/TSPO/ARF1/LCN2/VAMP8/TPT1/STEAP1/SEC61A1/CCL2/TRPM8/SEMG1/CA2/SLC26A3/PTGS2/SLCO2A1/YWHAQ/ATP5F1B/AGT/CHRNA2/CAV1/FHL1/CLIC4",45
"GO:0006821","GO:0006821","chloride transport","4/411","27/5021",0.17522958585821,0.67247467842979,0.610615443861111,"CLDN4/TSPO/SLC26A3/CLIC4",4
"GO:0015844","GO:0015844","monoamine transport","4/411","27/5021",0.17522958585821,0.67247467842979,0.610615443861111,"ACTB/MAOB/CHGA/AGT",4
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","4/411","27/5021",0.17522958585821,0.67247467842979,0.610615443861111,"TMSB4X/HSPB1/PTGS2/ATP5F1B",4
"GO:0046688","GO:0046688","response to copper ion","4/411","27/5021",0.17522958585821,0.67247467842979,0.610615443861111,"MT1G/MT2A/AQP2/MT1E",4
"GO:0071806","GO:0071806","protein transmembrane transport","4/411","27/5021",0.17522958585821,0.67247467842979,0.610615443861111,"HSPA5/AZGP1/SEC61A1/SEC61B",4
"GO:1903034","GO:1903034","regulation of response to wounding","9/411","77/5021",0.175595556635725,0.673081666204866,0.611166596375228,"ACTG1/XBP1/FLNA/CLDN4/CLDN3/PLAT/MDK/PTN/CAV1",9
"GO:0070997","GO:0070997","neuron death","15/411","141/5021",0.176271986444778,0.674875844083492,0.612795732396054,"HSP90AB1/FOS/HSPA5/CLU/JUN/UBB/RACK1/EGR1/VSTM2L/GAPDH/MDK/LCN2/CCL2/CHGA/GPX1",15
"GO:0050878","GO:0050878","regulation of body fluid levels","16/411","152/5021",0.177113620245089,0.677297539520474,0.61499466223175,"ACTG1/XBP1/MYL9/FLNA/ACTB/CLDN4/PLAT/HSPB1/VAMP8/AQP2/AQP3/FN1/COL3A1/CAV1/SFN/GNAS",16
"GO:0051289","GO:0051289","protein homotetramerization","3/411","18/5021",0.178319668768834,0.678704356218864,0.616272069441675,"B2M/GNMT/AQP2",3
"GO:0071320","GO:0071320","cellular response to cAMP","3/411","18/5021",0.178319668768834,0.678704356218864,0.616272069441675,"HSPA5/SLC26A3/ZFP36L1",3
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","3/411","18/5021",0.178319668768834,0.678704356218864,0.616272069441675,"XBP1/HSPA5/RACK1",3
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","3/411","18/5021",0.178319668768834,0.678704356218864,0.616272069441675,"CD177/ARF1/VAMP8",3
"GO:0045727","GO:0045727","positive regulation of translation","8/411","67/5021",0.179086380743407,0.680822520220534,0.618195388926463,"RPS9/RPS4X/RPL5/EEF2/PABPC1/EIF4G2/KRT17/EIF5A",8
"GO:0032943","GO:0032943","mononuclear cell proliferation","10/411","88/5021",0.180497269513986,0.684579222430679,0.62160652165916,"CD24/CD74/RPS6/SDC4/RPS3/SCGB1A1/HLA-DRB1/HLA-E/CDKN1A/HLA-A",10
"GO:0046651","GO:0046651","lymphocyte proliferation","10/411","88/5021",0.180497269513986,0.684579222430679,0.62160652165916,"CD24/CD74/RPS6/SDC4/RPS3/SCGB1A1/HLA-DRB1/HLA-E/CDKN1A/HLA-A",10
"GO:0003013","GO:0003013","circulatory system process","23/411","230/5021",0.181151618271856,0.684811441901458,0.6218173798517,"YWHAE/KLK2/KLK3/DES/ACTA2/FLNA/COL1A2/ANPEP/OR51E2/NPY/ABCC4/CCN2/TCAP/MYL2/TNNC1/MYH7/MYL1/PTGS2/CHGA/AGT/CAV1/TPM1/GPX1",23
"GO:0002027","GO:0002027","regulation of heart rate","5/411","37/5021",0.181615630933421,0.684811441901458,0.6218173798517,"YWHAE/MYH7/AGT/CAV1/TPM1",5
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","5/411","37/5021",0.181615630933421,0.684811441901458,0.6218173798517,"KLK2/KLK3/OR51E2/AGT/TPM1",5
"GO:0014896","GO:0014896","muscle hypertrophy","5/411","37/5021",0.181615630933421,0.684811441901458,0.6218173798517,"PDLIM5/TCAP/MYH7/ERRFI1/AGT",5
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","5/411","37/5021",0.181615630933421,0.684811441901458,0.6218173798517,"CA2/SLC26A3/ATP5F1B/AGT/CLIC4",5
"GO:0030003","GO:0030003","cellular cation homeostasis","21/411","208/5021",0.182782008899982,0.686735897112055,0.623564809324217,"YWHAE/CALR/FTL/CD24/MT1G/SLC39A6/SLC39A7/TMBIM6/MT2A/ATP6V1G1/ARF1/LCN2/TPT1/TRPM8/CA2/SLC26A3/MT1E/ATP5F1B/AGT/CAV1/CLIC4",21
"GO:0055065","GO:0055065","metal ion homeostasis","21/411","208/5021",0.182782008899982,0.686735897112055,0.623564809324217,"YWHAE/CALR/FTL/CD24/B2M/LTF/MT1G/SLC39A6/SLC39A7/TMBIM6/UPK3A/MT2A/ATP6V1G1/ARF1/LCN2/TPT1/STEAP1/TRPM8/MT1E/AGT/CAV1",21
"GO:0032963","GO:0032963","collagen metabolic process","6/411","47/5021",0.182974090524144,0.686735897112055,0.623564809324217,"COL1A2/CCN2/MMP7/ERRFI1/CST3/COL1A1",6
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","6/411","47/5021",0.182974090524144,0.686735897112055,0.623564809324217,"HSP90AA1/TXN/HSP90AB1/RACK1/PTGS2/CAV1",6
"GO:0030217","GO:0030217","T cell differentiation","9/411","78/5021",0.185191036275557,0.688989732424774,0.625611320061364,"XBP1/B2M/CD74/HLA-DRA/RPS6/EGR1/MDK/HLA-DRB1/ZFP36L1",9
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","12/411","110/5021",0.186665194938845,0.688989732424774,0.625611320061364,"GPX4/XBP1/SLC45A3/CD74/ALOX15B/ACLY/SCD/FASN/CYP27A1/LPL/PTGS2/PDK4",12
"GO:0007519","GO:0007519","skeletal muscle tissue development","8/411","68/5021",0.189535687732649,0.688989732424774,0.625611320061364,"FOS/NR4A1/EEF2/EGR1/ACTA1/MYL6/CAV1/GPX1",8
"GO:0042098","GO:0042098","T cell proliferation","8/411","68/5021",0.189535687732649,0.688989732424774,0.625611320061364,"CD24/RPS6/SDC4/RPS3/SCGB1A1/HLA-DRB1/HLA-E/HLA-A",8
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","8/411","68/5021",0.189535687732649,0.688989732424774,0.625611320061364,"TMSB10/TMSB4X/HSPA8/PFN1/CLU/LMOD1/TACSTD2/CORO1B",8
"GO:0030001","GO:0030001","metal ion transport","25/411","254/5021",0.189736807637427,0.688989732424774,0.625611320061364,"YWHAE/CD63/FTL/B2M/LTF/FLNA/TSPAN13/PRSS8/SLC39A6/SLC39A7/TMBIM6/SPINK1/CCN2/TSPO/ARF1/LCN2/TPT1/SEC61A1/CCL2/TRPM8/SEMG1/PTGS2/AGT/CAV1/FHL1",25
